Trend = -89.50 degrees from North in Clockwise direction Plunge = 0.98degrees  A=  9° |   N
Trend = 10.98 degrees from North in Clockwise direction Plunge = 71.66degrees  A= 55° |  NE
Trend = 0.99 degrees from North in Clockwise direction Plunge = 70.50degrees  A= 62° |  NE
Trend = 5.21 degrees from North in Clockwise direction Plunge = 69.49degrees  A= 75° | ENE
Trend = 7.24 degrees from North in Clockwise direction Plunge = 69.07degrees  A= 83° | ENE
Trend = 5.31 degrees from North in Clockwise direction Plunge = 68.69degrees  A= 80° | ENE
Trend = 5.45 degrees from North in Clockwise direction Plunge = 71.38degrees  A= 75° | ENE
Trend = 3.24 degrees from North in Clockwise direction Plunge = 70.34degrees  A= 74° | ENE
Trend = 1.28 degrees from North in Clockwise direction Plunge = 68.82degrees  A= 74° | ENE
Trend = 5.18 degrees from North in Clockwise direction Plunge = 67.78degrees  A= 74° | ENE
Trend = 1.16 degrees from North in Clockwise direction Plunge = 64.20degrees  A= 74° | ENE
Trend = 3.79 degrees from North in Clockwise direction Plunge = 72.21degrees  A= 75° | ENE
Trend = 3.10 degrees from North in Clockwise direction Plunge = 68.10degrees  A= 73° | ENE
Trend = 0.24 degrees from North in Clockwise direction Plunge = 69.42degrees  A= 74° | ENE
Trend = 1.83 degrees from North in Clockwise direction Plunge = 72.75degrees  A= 74° | ENE
Trend = 6.52 degrees from North in Clockwise direction Plunge = 70.02degrees  A= 72° | ENE
Trend = 8.97 degrees from North in Clockwise direction Plunge = 71.33degrees  A= 71° | ENE
Trend = 11.99 degrees from North in Clockwise direction Plunge = 72.26degrees  A= 71° | ENE
Trend = -5.62 degrees from North in Clockwise direction Plunge = 76.02degrees  A= 71° | ENE
Trend = 5.85 degrees from North in Clockwise direction Plunge = 72.00degrees  A= 69° | ENE
Trend = 13.84 degrees from North in Clockwise direction Plunge = 71.29degrees  A= 68° | ENE
Trend = 17.84 degrees from North in Clockwise direction Plunge = 70.55degrees  A= 68° | ENE
Trend = 10.74 degrees from North in Clockwise direction Plunge = 72.87degrees  A= 68° | ENE
Trend = 16.34 degrees from North in Clockwise direction Plunge = 72.47degrees  A= 69° | ENE
Trend = 24.17 degrees from North in Clockwise direction Plunge = 71.61degrees  A= 69° | ENE
Trend = 8.31 degrees from North in Clockwise direction Plunge = 71.13degrees  A= 70° | ENE
Trend = 9.88 degrees from North in Clockwise direction Plunge = 73.19degrees  A= 70° | ENE
Trend = 6.01 degrees from North in Clockwise direction Plunge = 69.78degrees  A= 67° |  NE
Trend = 12.57 degrees from North in Clockwise direction Plunge = 71.99degrees  A= 67° |  NE
Trend = 19.45 degrees from North in Clockwise direction Plunge = 71.78degrees  A= 68° | ENE
Trend = 18.51 degrees from North in Clockwise direction Plunge = 71.62degrees  A= 67° |  NE
Trend = 21.01 degrees from North in Clockwise direction Plunge = 67.82degrees  A= 66° |  NE
Trend = 16.54 degrees from North in Clockwise direction Plunge = 71.59degrees  A= 68° | ENE
Trend = 15.20 degrees from North in Clockwise direction Plunge = 71.07degrees  A= 66° |  NE
Trend = 9.72 degrees from North in Clockwise direction Plunge = 71.62degrees  A= 70° | ENE
Trend = 12.05 degrees from North in Clockwise direction Plunge = 72.80degrees  A=311° | WNW
Trend = 7.75 degrees from North in Clockwise direction Plunge = 71.59degrees  A=311° | WNW
Trend = 5.11 degrees from North in Clockwise direction Plunge = 72.38degrees  A= 13° |   N
Trend = 6.81 degrees from North in Clockwise direction Plunge = 73.40degrees  A=  2° |   N
Trend = 6.16 degrees from North in Clockwise direction Plunge = 71.90degrees  A=  5° |   N
Trend = 12.44 degrees from North in Clockwise direction Plunge = 72.93degrees  A=  6° |   N
Trend = 6.46 degrees from North in Clockwise direction Plunge = 71.74degrees  A=  6° |   N
Trend = -0.03 degrees from North in Clockwise direction Plunge = 71.48degrees  A=  6° |   N
Trend = 4.04 degrees from North in Clockwise direction Plunge = 72.78degrees  A=  7° |   N
Trend = 2.92 degrees from North in Clockwise direction Plunge = 72.13degrees  A=  8° |   N
Trend = 3.22 degrees from North in Clockwise direction Plunge = 70.98degrees  A=  5° |   N
Trend = 4.15 degrees from North in Clockwise direction Plunge = 71.59degrees  A=  6° |   N
Trend = 2.74 degrees from North in Clockwise direction Plunge = 72.23degrees  A=  6° |   N
Trend = 2.94 degrees from North in Clockwise direction Plunge = 69.94degrees  A=  6° |   N
Trend = 5.95 degrees from North in Clockwise direction Plunge = 70.99degrees  A=  7° |   N
Trend = 5.61 degrees from North in Clockwise direction Plunge = 71.00degrees  A=  6° |   N
Trend = 5.16 degrees from North in Clockwise direction Plunge = 70.60degrees  A=  6° |   N
Trend = 5.06 degrees from North in Clockwise direction Plunge = 70.43degrees  A=  6° |   N
Trend = 4.62 degrees from North in Clockwise direction Plunge = 70.47degrees  A=  6° |   N
Trend = 7.26 degrees from North in Clockwise direction Plunge = 71.32degrees  A=  5° |   N
Trend = 3.04 degrees from North in Clockwise direction Plunge = 70.44degrees  A=  6° |   N
Trend = 7.38 degrees from North in Clockwise direction Plunge = 70.28degrees  A=  6° |   N
Trend = 3.38 degrees from North in Clockwise direction Plunge = 71.14degrees  A=342° | NNW
Trend = 4.57 degrees from North in Clockwise direction Plunge = 70.40degrees  A=356° | NNW
Trend = 6.54 degrees from North in Clockwise direction Plunge = 71.12degrees  A=357° | NNW
Trend = 1.83 degrees from North in Clockwise direction Plunge = 71.17degrees  A= 10° |   N
Trend = 3.97 degrees from North in Clockwise direction Plunge = 71.16degrees  A=304° | WNW
Trend = 3.73 degrees from North in Clockwise direction Plunge = 70.34degrees  A=  5° |   N
Trend = 7.54 degrees from North in Clockwise direction Plunge = 70.32degrees  A=  6° |   N
Trend = 4.76 degrees from North in Clockwise direction Plunge = 70.55degrees  A=  7° |   N
Trend = 3.46 degrees from North in Clockwise direction Plunge = 70.29degrees  A=  5° |   N
Trend = 3.29 degrees from North in Clockwise direction Plunge = 70.79degrees  A=  3° |   N
Trend = -0.21 degrees from North in Clockwise direction Plunge = 70.30degrees  A=  7° |   N
Trend = 15.31 degrees from North in Clockwise direction Plunge = 77.66degrees  A= 78° | ENE
Trend = -6.74 degrees from North in Clockwise direction Plunge = 74.93degrees  A=196° |   S
Trend = -21.34 degrees from North in Clockwise direction Plunge = 77.61degrees  A=165° | SSE
Trend = -4.07 degrees from North in Clockwise direction Plunge = 75.47degrees  A=216° | SSW
Trend = -8.76 degrees from North in Clockwise direction Plunge = 72.31degrees  A=103° |   E
Trend = 7.27 degrees from North in Clockwise direction Plunge = 75.08degrees  A= 87° | ENE
Trend = -1.69 degrees from North in Clockwise direction Plunge = 71.68degrees  A=314° | WNW
Trend = -0.40 degrees from North in Clockwise direction Plunge = 72.83degrees  A=317° |  NW
Trend = 2.87 degrees from North in Clockwise direction Plunge = 72.11degrees  A=354° | NNW
Trend = -3.13 degrees from North in Clockwise direction Plunge = 72.74degrees  A=353° | NNW
Trend = 6.29 degrees from North in Clockwise direction Plunge = 74.42degrees  A=324° |  NW
Trend = 15.31 degrees from North in Clockwise direction Plunge = 70.05degrees  A=130° | ESE
Trend = -52.06 degrees from North in Clockwise direction Plunge = 70.76degrees  A= 12° |   N
Trend = -48.42 degrees from North in Clockwise direction Plunge = 56.72degrees  A=275° |   W
Trend = -41.68 degrees from North in Clockwise direction Plunge = 56.85degrees  A=287° |   W
Trend = -35.79 degrees from North in Clockwise direction Plunge = 50.07degrees  A=285° |   W
Trend = -12.78 degrees from North in Clockwise direction Plunge = 58.14degrees  A=300° | WNW
Trend = -20.09 degrees from North in Clockwise direction Plunge = 58.10degrees  A=307° | WNW
Trend = -19.20 degrees from North in Clockwise direction Plunge = 53.11degrees  A=311° | WNW
Trend = -30.79 degrees from North in Clockwise direction Plunge = 54.34degrees  A=307° | WNW
Trend = -25.06 degrees from North in Clockwise direction Plunge = 54.91degrees  A=303° | WNW
Trend = -19.03 degrees from North in Clockwise direction Plunge = 55.65degrees  A=291° |   W
Trend = -22.78 degrees from North in Clockwise direction Plunge = 60.73degrees  A=291° |   W
Trend = -8.17 degrees from North in Clockwise direction Plunge = 59.01degrees  A= 10° |   N
Trend = -15.30 degrees from North in Clockwise direction Plunge = 57.20degrees  A= 12° |   N
Trend = -10.75 degrees from North in Clockwise direction Plunge = 58.53degrees  A=305° | WNW
Trend = -8.45 degrees from North in Clockwise direction Plunge = 64.40degrees  A=346° | NNW
Trend = -14.78 degrees from North in Clockwise direction Plunge = 66.51degrees  A=  0° |   N
Trend = -17.46 degrees from North in Clockwise direction Plunge = 64.61degrees  A= 10° |   N
Trend = -12.67 degrees from North in Clockwise direction Plunge = 49.33degrees  A=311° | WNW
Trend = 2.60 degrees from North in Clockwise direction Plunge = 61.79degrees  A=174° | SSE
Trend = -19.99 degrees from North in Clockwise direction Plunge = 54.24degrees  A=315° |  NW
Trend = -8.15 degrees from North in Clockwise direction Plunge = 58.57degrees  A=315° |  NW
Trend = -2.49 degrees from North in Clockwise direction Plunge = 57.42degrees  A=213° | SSW
Trend = 10.39 degrees from North in Clockwise direction Plunge = 70.48degrees  A=169° | SSE
Trend = 8.88 degrees from North in Clockwise direction Plunge = 76.69degrees  A=305° | WNW
Trend = -10.48 degrees from North in Clockwise direction Plunge = 82.81degrees  A=  5° |   N
Trend = 7.26 degrees from North in Clockwise direction Plunge = 70.00degrees  A= 61° |  NE
Trend = -2.78 degrees from North in Clockwise direction Plunge = 70.98degrees  A=356° | NNW
Trend = -15.84 degrees from North in Clockwise direction Plunge = 72.80degrees  A= 22° |   N
Trend = -1.18 degrees from North in Clockwise direction Plunge = 72.09degrees  A= 19° |   N
Trend = 3.70 degrees from North in Clockwise direction Plunge = 70.83degrees  A= 19° |   N
Trend = -5.55 degrees from North in Clockwise direction Plunge = 68.83degrees  A= 14° |   N
Trend = 6.33 degrees from North in Clockwise direction Plunge = 73.68degrees  A=  6° |   N
Trend = 20.94 degrees from North in Clockwise direction Plunge = 70.16degrees  A=290° |   W
Trend = 13.36 degrees from North in Clockwise direction Plunge = 71.14degrees  A=340° | NNW
Trend = 20.51 degrees from North in Clockwise direction Plunge = 65.24degrees  A=285° |   W
Trend = 13.54 degrees from North in Clockwise direction Plunge = 69.13degrees  A=142° |  SE
Trend = 7.88 degrees from North in Clockwise direction Plunge = 69.04degrees  A= 59° |  NE
Trend = 7.91 degrees from North in Clockwise direction Plunge = 67.68degrees  A=328° |  NW
Trend = 14.81 degrees from North in Clockwise direction Plunge = 70.42degrees  A=  6° |   N
Trend = 13.13 degrees from North in Clockwise direction Plunge = 69.86degrees  A=  0° |   N
Trend = 20.58 degrees from North in Clockwise direction Plunge = 72.08degrees  A=343° | NNW
Trend = 19.92 degrees from North in Clockwise direction Plunge = 72.91degrees  A=164° | SSE
Trend = 29.18 degrees from North in Clockwise direction Plunge = 73.82degrees  A=177° | SSE
Trend = 19.62 degrees from North in Clockwise direction Plunge = 73.32degrees  A=355° | NNW
Trend = 25.45 degrees from North in Clockwise direction Plunge = 74.06degrees  A=345° | NNW
Trend = 14.72 degrees from North in Clockwise direction Plunge = 72.17degrees  A=345° | NNW
Trend = 14.79 degrees from North in Clockwise direction Plunge = 70.08degrees  A=345° | NNW
Trend = 19.47 degrees from North in Clockwise direction Plunge = 72.37degrees  A= 68° | ENE
Trend = 12.29 degrees from North in Clockwise direction Plunge = 69.62degrees  A= 69° | ENE
Trend = 12.07 degrees from North in Clockwise direction Plunge = 69.73degrees  A= 68° | ENE
Trend = 14.47 degrees from North in Clockwise direction Plunge = 71.74degrees  A= 68° | ENE
Trend = 18.07 degrees from North in Clockwise direction Plunge = 72.07degrees  A= 68° | ENE
Trend = 16.43 degrees from North in Clockwise direction Plunge = 73.56degrees  A= 68° | ENE
Trend = 17.07 degrees from North in Clockwise direction Plunge = 70.84degrees  A= 68° | ENE
Trend = 18.41 degrees from North in Clockwise direction Plunge = 71.67degrees  A= 68° | ENE
Trend = 12.14 degrees from North in Clockwise direction Plunge = 70.55degrees  A= 67° |  NE
Trend = 20.18 degrees from North in Clockwise direction Plunge = 71.58degrees  A= 68° | ENE
